Name,Arcs,Date,Events,Order,Part,Product,Solutions,Status,📁 Characters,📁 Location
The heroes return to the city to stop the bomb,,,,5000,Part 6 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
The agency flees as the wizards arrive,,,,19500,Part 6 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,,
Hell breaks lose in the Asylum,,,,3500,Part 2 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),The Asylum (Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.csv)
James partially resolves the Asylum problems,,,,4000,Part 2 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.csv),,,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),The Asylum (Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.csv)
People flee the Asylum,,,,4500,Part 2 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.csv),,,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",The Asylum (Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.csv)
People flee from the Asylum into the Wilderness,,,,500,Part 3 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%2075fd2f24c9834f26bf31117ee6d9f193.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",The Wilderness (Data/Locations/The%20Wilderness%20e54012bfd6544f37968a4e9899f53ca0.csv)
Adelle is sick,,,,14000,Part 3 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%2075fd2f24c9834f26bf31117ee6d9f193.csv),,,No,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",James and Adelle’s house (Data/Locations/James%20and%20Adelle%E2%80%99s%20house%203fb505ce876a4e73a931c88e1e3d3c5f.csv)
Adelle becomes a barista,,,,2000,Part 2 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),Adelle as a Barista (Solutions/Adelle%20as%20a%20Barista%201d858e628ba280d9bac1cc43140ce0b9.csv),Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),The City of Orphans (Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.csv)
Nivana in the Mediev garden,,,,1500,Part 1 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,"Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), The Gardener (Data/Characters/The%20Gardener%2023058e628ba28021be91f6be2c4e4b97.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",The Mediev Manor (Data/Locations/The%20Mediev%20Manor%20fce4035f71ef4c3093c8a80f66a345a4.csv)
Mediev family conversation,,,,1050,Part 1 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),Defer revealing Adelle’s name (Solutions/Defer%20revealing%20Adelle%E2%80%99s%20name%2028258e628ba280aca5c4f3a1e156b954.csv),Yes,"Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Lady Mediev (Data/Characters/Lady%20Mediev%20b210b5db3ef945b0834c2600d3838dca.csv), Lord Mediev (Data/Characters/Lord%20Mediev%201b19d49697be4210828da0f74c16f8e9.csv), Jewel (Data/Characters/Jewel%2020f58e628ba2804dae2ceb19a9717da5.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",The Mediev Manor (Data/Locations/The%20Mediev%20Manor%20fce4035f71ef4c3093c8a80f66a345a4.csv)
Prelude,,,,1,Part 0 - Prelude (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%200%20-%20Prelude%202ba58e628ba280049017e661741a929b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Introduction,,,,10,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Orphans visited by the Monkey,,,,20,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Orphans rooftop discussion,,,,30,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
Tralvorkemen blocks the Toye Shoppe,,,,40,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
Orphanage fireplace incident,,,,90,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
James and Catherine in the attic,,,,70,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
Catherine apologizes to James,,,,80,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
James recovery,,,,100,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Tralvorkemen and the Doctor,,,,60,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv)",
George and James,,,,50,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Catherine tempted by the Monkey,,,,110,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
James and Catherine scheme to buy toys,,,,120,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Visiting the Toye Shoppe,,,,130,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
James writes his own Marloth,,,,140,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Catherine leaves the Orphanage,,,,150,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Tralvorkemen pulls back the curtain for James,,,,160,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
James distressed sleep,,,,170,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The orphans rebel,,,,180,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
James is hurled from the window,,,,190,Part 1 - The Orphanage (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%201%20-%20The%20Orphanage%202ba58e628ba280de8fd8f2a072ce2c88.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Adelle wakes up in the castle,,,,10,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle starting her day,,,,20,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle and Miss Bethany,,,,30,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle meets Ivy,,,,40,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle visits Bobby,,,,50,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The King and Queen discussion,,,,60,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Royal dinner,,,,70,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle and Ivy discuss Bobby,,,,80,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle and Ivy discuss mothers,,,,90,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
The Queen tucks Adelle into bed,,,,100,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle apologizes to Ivy,,,,110,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
The Raven in the Throne Room,,,,120,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Rhumeveld is destroyed,,,,130,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv),
James finds the book,,,,140,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Ivy leaves the castle,,,,150,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
The zombie children turn on James,,,,160,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Damond visits Adelle,,,,170,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
James awakens in the castle,,,,180,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
James and Adelle in the garden,,,,190,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
James meets the Raven,,,,200,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
The King discusses zombie children,,,,210,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
James meets Mr. Mosspuddle,,,,220,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The King and Queen growing desperate,,,,230,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle puts on the crown,,,,240,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
